Company,LTP (₹),Market Cap (Cr),Volume,Links,Ticker
Dish TV India Ltd.,6.93,"1,276","4,06,85,828",https://www.etmoney.com/stocks/dish-tv-india-ltd/638,DISHTV
Shriram Properties Ltd.,73.72,"1,256","17,88,724",https://www.etmoney.com/stocks/shriram-properties-ltd/3975,SHRIRAMPPS
J G Chemicals Ltd.,320.35,"1,255","80,906",https://www.etmoney.com/stocks/j-g-chemicals-ltd/4569,JGCHEM
Fairchem Organics Ltd.,962.00,"1,253","11,616",https://www.etmoney.com/stocks/fairchem-organics-ltd/940,FAIRCHEMOR
Tribhovandas Bhimji Zaveri Ltd.,187.49,"1,251","1,29,375",https://www.etmoney.com/stocks/tribhovandas-bhimji-zaveri-ltd/1479,TBZ
Madras Fertilizers Ltd.,77.61,"1,250","1,16,514",https://www.etmoney.com/stocks/madras-fertilizers-ltd/706,MADRASFERT
One Point One Solutions Ltd.,48.53,"1,250","5,51,944",https://www.etmoney.com/stocks/one-point-one-solutions-ltd/1106,ONEPOINT
DEE Development Engineers Ltd.,180.15,"1,244","5,86,303",https://www.etmoney.com/stocks/dee-development-engineers-ltd/4761,DEEDEV
NACL Industries Ltd.,62.29,"1,242","1,36,626",https://www.etmoney.com/stocks/nacl-industries-ltd/1609,NACLIND
SPML Infra Ltd.,174.32,"1,239","71,492",https://www.etmoney.com/stocks/spml-infra-ltd/1581,SPMLINFRA
Kellton Tech Solutions Ltd.,126.78,"1,235","9,19,658",https://www.etmoney.com/stocks/kellton-tech-solutions-ltd/797,KELLTONTEC
Mufin Green Finance Ltd.,75.42,"1,233","2,54,496",https://www.etmoney.com/stocks/mufin-green-finance-ltd/1280,MUFIN
Borosil Scientific Ltd.,137.91,"1,226","60,291",https://www.etmoney.com/stocks/borosil-scientific-ltd/4758,BOROSCI
Yatra Online Ltd.,77.98,"1,224","3,13,791",https://www.etmoney.com/stocks/yatra-online-ltd/4439,YATRA
Texmaco Infrastructure & Holdings Ltd.,95.95,"1,223","4,19,357",https://www.etmoney.com/stocks/texmaco-infrastructure-and-holdings-ltd/1593,TEXINFRA
Walchandnagar Industries Ltd.,181.09,"1,222","5,59,468",https://www.etmoney.com/stocks/walchandnagar-industries-ltd/1670,WALCHANNAG
AYM Syntex Ltd.,208.59,"1,220","2,97,668",https://www.etmoney.com/stocks/aym-syntex-ltd/1122,AYMSYNTEX
TIL Ltd.,182.09,"1,213","26,994",https://www.etmoney.com/stocks/til-ltd/1841,TIL
Laxmi Goldorna House Ltd.,574.60,"1,199",271,https://www.etmoney.com/stocks/laxmi-goldorna-house-ltd/4513,LGHL
Unicommerce eSolutions Ltd.,116.77,"1,196","6,04,405",https://www.etmoney.com/stocks/unicommerce-esolutions-ltd/4829,UNIECOM
Chemfab Alkalis Ltd.,832.10,"1,195","5,229",https://www.etmoney.com/stocks/chemfab-alkalis-ltd/2671,CHEMFAB
India Motor Parts & Accessories Ltd.,951.30,"1,187","2,203",https://www.etmoney.com/stocks/india-motor-parts-and-accessories-ltd/301,IMPAL
Suyog Telematics Ltd.,"1,097.35","1,185","56,342",https://www.etmoney.com/stocks/suyog-telematics-ltd/2635,SUYOG
Centrum Capital Ltd.,28.35,"1,179","96,248",https://www.etmoney.com/stocks/centrum-capital-ltd/1762,CENTRUM
Krishana Phoschem Ltd.,190.66,"1,179","36,416",https://www.etmoney.com/stocks/krishana-phoschem-ltd/2304,KRISHANA
Creative Newtech Ltd.,782.95,"1,176","14,855",https://www.etmoney.com/stocks/creative-newtech-ltd/360,CREATIVE
The Hi-Tech Gears Ltd.,622.25,"1,169","2,602",https://www.etmoney.com/stocks/the-hi-tech-gears-ltd/1931,HITECHGEAR
Rossell Techsys Ltd.,307.25,"1,158","57,415",https://www.etmoney.com/stocks/rossell-techsys-ltd/4952,ROSSTECH
Vintage Coffee And Beverages Ltd.,94.04,"1,156","2,71,779",https://www.etmoney.com/stocks/vintage-coffee-and-beverages-ltd/3947,VINCOFE
Radhika Jeweltech Ltd.,97.93,"1,156","2,30,478",https://www.etmoney.com/stocks/radhika-jeweltech-ltd/4019,RADHIKAJWE
5Paisa Capital Ltd.,369.80,"1,155","16,314",https://www.etmoney.com/stocks/5paisa-capital-ltd/879,5PAISA
Ramco Systems Ltd.,310.25,"1,154","79,957",https://www.etmoney.com/stocks/ramco-systems-ltd/2561,RAMCOSYS
Dhunseri Ventures Ltd.,327.90,"1,148","54,932",https://www.etmoney.com/stocks/dhunseri-ventures-ltd/2482,DVL
Ecos (India) Mobility & Hospitality Ltd.,191.14,"1,147","3,29,569",https://www.etmoney.com/stocks/ecos-india-mobility-and-hospitality-ltd/4870,ECOSMOBLTY
B L Kashyap & Sons Ltd.,50.82,"1,146","6,72,599",https://www.etmoney.com/stocks/b-l-kashyap-and-sons-ltd/1992,BLKASHYAP
Lincoln Pharmaceuticals Ltd.,571.15,"1,144","1,14,313",https://www.etmoney.com/stocks/lincoln-pharmaceuticals-ltd/1176,LINCOLN
GPT Healthcare Ltd.,139.27,"1,143","80,891",https://www.etmoney.com/stocks/gpt-healthcare-ltd/4560,GPTHEALTH
Hariom Pipe Industries Ltd.,368.60,"1,141","1,79,750",https://www.etmoney.com/stocks/hariom-pipe-industries-ltd/4075,HARIOMPIPE
SMC Global Securities Ltd.,108.91,"1,140","2,37,001",https://www.etmoney.com/stocks/smc-global-securities-ltd/2586,SMCGLOBAL
Excel Industries Ltd.,904.55,"1,137","7,755",https://www.etmoney.com/stocks/excel-industries-ltd/970,EXCELINDUS
IRM Energy Ltd.,272.60,"1,119","55,216",https://www.etmoney.com/stocks/irm-energy-ltd/4472,IRMENERGY
Kross Ltd.,172.17,"1,111","1,36,253",https://www.etmoney.com/stocks/kross-ltd/4880,KROSS
Barbeque-Nation Hospitality Ltd.,282.70,"1,105","3,11,822",https://www.etmoney.com/stocks/barbeque-nation-hospitality-ltd/222,BARBEQUE
Om Infra Ltd.,114.53,"1,103","9,29,212",https://www.etmoney.com/stocks/om-infra-ltd/272,OMINFRAL
Matrimony.com Ltd.,506.90,"1,093","14,404",https://www.etmoney.com/stocks/matrimonycom-ltd/1020,MATRIMONY
Gulshan Polyols Ltd.,174.97,"1,091","61,059",https://www.etmoney.com/stocks/gulshan-polyols-ltd/780,GULPOLY
Sat Industries Ltd.,96.50,"1,091","1,75,245",https://www.etmoney.com/stocks/sat-industries-ltd/1851,SATINDLTD
Butterfly Gandhimathi Appliances Ltd.,608.35,"1,088","14,578",https://www.etmoney.com/stocks/butterfly-gandhimathi-appliances-ltd/1439,BUTTERFLY
R K Swamy Ltd.,215.34,"1,087","88,805",https://www.etmoney.com/stocks/r-k-swamy-ltd/4566,RKSWAMY
Manoj Vaibhav Gems N Jewellers Ltd.,222.05,"1,085","1,33,233",https://www.etmoney.com/stocks/manoj-vaibhav-gems-n-jewellers-ltd/4461,MVGJL
JITF Infralogistics Ltd.,421.95,"1,085","89,897",https://www.etmoney.com/stocks/jitf-infralogistics-ltd/3614,JITFINFRA
Pudumjee Paper Products Ltd.,114.01,"1,083","1,17,391",https://www.etmoney.com/stocks/pudumjee-paper-products-ltd/2158,PDMJEPAPER
BCL Industries Ltd.,36.67,"1,082","17,06,533",https://www.etmoney.com/stocks/bcl-industries-ltd/1902,BCLIND
Xchanging Solutions Ltd.,97.10,"1,082","1,15,959",https://www.etmoney.com/stocks/xchanging-solutions-ltd/703,XCHANGING
ICE Make Refrigeration Ltd.,684.85,"1,081","27,219",https://www.etmoney.com/stocks/ice-make-refrigeration-ltd/2167,ICEMAKE
Crest Ventures Ltd.,378.40,"1,077","13,518",https://www.etmoney.com/stocks/crest-ventures-ltd/19,CREST
Manali Petrochemicals Ltd.,62.42,"1,074","2,85,157",https://www.etmoney.com/stocks/manali-petrochemicals-ltd/1131,MANALIPETC
Shivalik Rasayan Ltd.,689.25,"1,072","52,204",https://www.etmoney.com/stocks/shivalik-rasayan-ltd/482,SHIVALIK
Shree Pushkar Chemicals & Fertilisers Ltd.,331.15,"1,071","2,78,193",https://www.etmoney.com/stocks/shree-pushkar-chemicals-and-fertilisers-ltd/1372,SHREEPUSHK
Asian Energy Services Ltd.,238.35,"1,067","74,946",https://www.etmoney.com/stocks/asian-energy-services-ltd/1021,ASIANENE
Century Enka Ltd.,486.15,"1,062","59,673",https://www.etmoney.com/stocks/century-enka-ltd/2077,CENTENKA
Hexa Tradex Ltd.,191.82,"1,060","8,359",https://www.etmoney.com/stocks/hexa-tradex-ltd/2041,HEXATRADEX
Prakash Pipes Ltd.,442.70,"1,059","2,03,288",https://www.etmoney.com/stocks/prakash-pipes-ltd/2085,PPL
Likhitha Infrastructure Ltd.,268.40,"1,059","66,990",https://www.etmoney.com/stocks/likhitha-infrastructure-ltd/200,LIKHITHA
MSP Steel & Power Ltd.,26.97,"1,056","5,02,315",https://www.etmoney.com/stocks/msp-steel-and-power-ltd/2666,MSPL
Rane (Madras) Ltd.,648.85,"1,055","7,718",https://www.etmoney.com/stocks/rane-madras-ltd/695,RML
Ksolves India Ltd.,443.95,"1,053","27,167",https://www.etmoney.com/stocks/ksolves-india-ltd/4211,KSOLVES
Indo Rama Synthetics (India) Ltd.,40.28,"1,052","1,02,034",https://www.etmoney.com/stocks/indo-rama-synthetics-india-ltd/2093,INDORAMA
Suratwwala Business Group Ltd.,60.12,"1,043","36,585",https://www.etmoney.com/stocks/suratwwala-business-group-ltd/4321,SBGLP
Andhra Sugars Ltd.,76.61,"1,038","1,39,677",https://www.etmoney.com/stocks/andhra-sugars-ltd/2298,ANDHRSUGAR
Vardhman Holdings Ltd.,"3,246.50","1,036","1,206",https://www.etmoney.com/stocks/vardhman-holdings-ltd/2373,VHL
Garuda Construction and Engineering Ltd.,111.30,"1,036","9,62,379",https://www.etmoney.com/stocks/garuda-construction-and-engineering-ltd/4916,GARUDA
Bharat Wire Ropes Ltd.,151.16,"1,033","68,802",https://www.etmoney.com/stocks/bharat-wire-ropes-ltd/56,BHARATWIRE
Steel Exchange India Ltd.,8.59,"1,029","12,56,562",https://www.etmoney.com/stocks/steel-exchange-india-ltd/2323,STEELXIND
Oriental Aromatics Ltd.,305.50,"1,028","22,217",https://www.etmoney.com/stocks/oriental-aromatics-ltd/2400,OAL
Yuken India Ltd.,789.85,"1,027","10,114",https://www.etmoney.com/stocks/yuken-india-ltd/1823,YUKEN
GKW Ltd.,"1,717.30","1,025",409,https://www.etmoney.com/stocks/gkw-ltd/450,GKWLIMITED
Dhunseri Investments Ltd.,"1,679.40","1,024","1,940",https://www.etmoney.com/stocks/dhunseri-investments-ltd/1431,DHUNINV
Royal Orchid Hotels Ltd.,372.30,"1,021","1,49,026",https://www.etmoney.com/stocks/royal-orchid-hotels-ltd/34,ROHLTD
Jaiprakash Associates Ltd.,4.15,"1,019","12,43,468",https://www.etmoney.com/stocks/jaiprakash-associates-ltd/163,JPASSOCIAT
Heranba Industries Ltd.,254.25,"1,017","1,05,599",https://www.etmoney.com/stocks/heranba-industries-ltd/2829,HERANBA
Mukka Proteins Ltd.,33.84,"1,015","2,96,190",https://www.etmoney.com/stocks/mukka-proteins-ltd/4562,MUKKA
Shree Digvijay Cement Company Ltd.,68.31,"1,010","4,20,799",https://www.etmoney.com/stocks/shree-digvijay-cement-company-ltd/1699,SHREDIGCEM
Kokuyo Camlin Ltd.,99.53,998,"49,981",https://www.etmoney.com/stocks/kokuyo-camlin-ltd/971,KOKUYOCMLN
Control Print Ltd.,623.45,997,"14,395",https://www.etmoney.com/stocks/control-print-ltd/966,CONTROLPR
Rico Auto Industries Ltd.,72.52,981,"8,67,331",https://www.etmoney.com/stocks/rico-auto-industries-ltd/2581,RICOAUTO
TV Today Network Ltd.,163.92,978,"54,563",https://www.etmoney.com/stocks/tv-today-network-ltd/1927,TVTODAY
Parsvnath Developers Ltd.,22.45,977,"3,30,905",https://www.etmoney.com/stocks/parsvnath-developers-ltd/2939,PARSVNATH
Sportking India Ltd.,76.78,976,"3,04,072",https://www.etmoney.com/stocks/sportking-india-ltd/3981,SPORTKING
Allcargo Gati Ltd.,66.32,975,"3,55,898",https://www.etmoney.com/stocks/allcargo-gati-ltd/1175,ACLGATI
Uniphos Enterprises Ltd.,139.75,972,"16,819",https://www.etmoney.com/stocks/uniphos-enterprises-ltd/58,UNIENTER
Deccan Cements Ltd.,683.35,957,"1,66,681",https://www.etmoney.com/stocks/deccan-cements-ltd/1795,DECCANCE
Wealth First Portfolio Managers Ltd.,896.80,956,"10,424",https://www.etmoney.com/stocks/wealth-first-portfolio-managers-ltd/1201,WEALTH
Mamata Machinery Ltd.,387.75,954,"2,01,611",https://www.etmoney.com/stocks/mamata-machinery-ltd/4973,MAMATA
Tembo Global Industries Ltd.,639.20,951,"49,619",https://www.etmoney.com/stocks/tembo-global-industries-ltd/2645,TEMBO
Concord Enviro Systems Ltd.,459.65,951,"3,45,251",https://www.etmoney.com/stocks/concord-enviro-systems-ltd/4969,CEWATER
Tamil Nadu Newsprint And Papers Ltd.,136.68,946,"3,26,459",https://www.etmoney.com/stocks/tamil-nadu-newsprint-and-papers-ltd/2813,TNPL
Western Carriers (India) Ltd.,92.51,943,"1,17,662",https://www.etmoney.com/stocks/western-carriers-india-ltd/4893,WCIL
AVT Natural Products Ltd.,61.89,942,"2,40,895",https://www.etmoney.com/stocks/avt-natural-products-ltd/896,AVTNPL
Dolphin Offshore Enterprises (India) Ltd.,235.15,941,"39,037",https://www.etmoney.com/stocks/dolphin-offshore-enterprises-india-ltd/3622,DOLPHIN
Swelect Energy Systems Ltd.,616.55,935,"31,897",https://www.etmoney.com/stocks/swelect-energy-systems-ltd/664,SWELECTES
Sree Rayalaseema Hi-Strength Hypo Ltd.,543.95,934,"12,972",https://www.etmoney.com/stocks/sree-rayalaseema-hi-strength-hypo-ltd/651,SRHHYPOLTD
HLV Ltd.,14.16,934,"12,62,077",https://www.etmoney.com/stocks/hlv-ltd/430,HLVLTD
Godavari Biorefineries Ltd.,182.25,933,"80,507",https://www.etmoney.com/stocks/godavari-biorefineries-ltd/4929,GODAVARIB
Dhanlaxmi Bank Ltd.,23.60,931,"7,14,925",https://www.etmoney.com/stocks/dhanlaxmi-bank-ltd/659,DHANBANK
Electrotherm (India) Ltd.,728.05,928,"37,235",https://www.etmoney.com/stocks/electrotherm-india-ltd/2302,ELECTHERM
GIC Housing Finance Ltd.,172.14,927,"1,13,334",https://www.etmoney.com/stocks/gic-housing-finance-ltd/2620,GICHSGFIN
Kuantum Papers Ltd.,105.82,923,"32,800",https://www.etmoney.com/stocks/kuantum-papers-ltd/1566,KUANTUM
Shalimar Paints Ltd.,110.27,923,"1,64,886",https://www.etmoney.com/stocks/shalimar-paints-ltd/2499,SHALPAINTS
Indo Farm Equipment Ltd.,191.85,922,"2,81,058",https://www.etmoney.com/stocks/indo-farm-equipment-ltd/4979,INDOFARM
Nelcast Ltd.,105.74,920,"52,068",https://www.etmoney.com/stocks/nelcast-ltd/1107,NELCAST
Kamdhenu Ltd.,33.04,916,"7,41,296",https://www.etmoney.com/stocks/kamdhenu-ltd/1383,KAMDHENU
Saurashtra Cements Ltd.,82.40,916,"73,739",https://www.etmoney.com/stocks/saurashtra-cements-ltd/51,SAURASHCEM
Diffusion Engineers Ltd.,244.60,915,"28,948",https://www.etmoney.com/stocks/diffusion-engineers-ltd/4906,DIFFNKG
Bigbloc Construction Ltd.,64.45,912,"2,48,674",https://www.etmoney.com/stocks/bigbloc-construction-ltd/1397,BIGBLOC
Abans Holdings Ltd.,180.41,912,"77,320",https://www.etmoney.com/stocks/abans-holdings-ltd/4284,AHL
Max India Ltd.,211.25,912,"1,22,511",https://www.etmoney.com/stocks/max-india-ltd/833,MAXIND
Indo Amines Ltd.,125.46,911,"97,079",https://www.etmoney.com/stocks/indo-amines-ltd/1109,INDOAMIN
Pakka Ltd.,201.20,904,"1,19,439",https://www.etmoney.com/stocks/pakka-ltd/375,PAKKA
Everest Industries Ltd.,568.55,899,"19,550",https://www.etmoney.com/stocks/everest-industries-ltd/1561,EVERESTIND
Subex Ltd.,15.93,895,"46,38,840",https://www.etmoney.com/stocks/subex-ltd/1974,SUBEXLTD
Sadhana Nitro Chem Ltd.,27.14,894,"2,69,590",https://www.etmoney.com/stocks/sadhana-nitro-chem-ltd/2291,SADHNANIQ
Kothari Petrochemicals Ltd.,151.68,893,"1,08,649",https://www.etmoney.com/stocks/kothari-petrochemicals-ltd/1595,KOTHARIPET
Vascon Engineers Ltd.,39.35,890,"8,26,874",https://www.etmoney.com/stocks/vascon-engineers-ltd/2815,VASCONEQ
Oswal Agro Mills Ltd.,65.07,873,"52,142",https://www.etmoney.com/stocks/oswal-agro-mills-ltd/2434,OSWALAGRO
Peninsula Land Ltd.,26.75,867,"10,29,574",https://www.etmoney.com/stocks/peninsula-land-ltd/221,PENINLAND
Denta Water and Infra Solutions Ltd.,323.70,864,"7,46,230",https://www.etmoney.com/stocks/denta-water-and-infra-solutions-ltd/5001,DENTA
Punjab Chemicals and Crop Protection Ltd.,704.20,864,"17,611",https://www.etmoney.com/stocks/punjab-chemicals-and-crop-protection-ltd/1213,PUNJABCHEM
Popular Vehicles and Services Ltd.,121.05,862,"27,567",https://www.etmoney.com/stocks/popular-vehicles-and-services-ltd/4572,PVSL
Zee Media Corporation Ltd.,13.77,861,"41,67,272",https://www.etmoney.com/stocks/zee-media-corporation-ltd/1104,ZEEMEDIA
Avadh Sugar & Energy Ltd.,429.60,860,"51,681",https://www.etmoney.com/stocks/avadh-sugar-and-energy-ltd/1327,AVADHSUGAR
Aditya Birla Money Ltd.,152.06,859,"53,213",https://www.etmoney.com/stocks/aditya-birla-money-ltd/2688,BIRLAMONEY
Rishabh Instruments Ltd.,224.15,857,"56,347",https://www.etmoney.com/stocks/rishabh-instruments-ltd/4430,RISHABH
Kopran Ltd.,177.43,857,"45,140",https://www.etmoney.com/stocks/kopran-ltd/973,KOPRAN
Arrow Greentech Ltd.,566.80,855,"16,606",https://www.etmoney.com/stocks/arrow-greentech-ltd/232,ARROWGREEN
Dhampur Sugar Mills Ltd.,130.51,853,"2,13,616",https://www.etmoney.com/stocks/dhampur-sugar-mills-ltd/1204,DHAMPURSUG
Ganesh Benzoplast Ltd.,118.30,852,"1,16,173",https://www.etmoney.com/stocks/ganesh-benzoplast-ltd/1154,GANESHBE
Kamat Hotels (India) Ltd.,288.72,851,"4,65,743",https://www.etmoney.com/stocks/kamat-hotels-india-ltd/907,KAMATHOTEL
NCL Industries Ltd.,187.97,850,"1,39,797",https://www.etmoney.com/stocks/ncl-industries-ltd/2474,NCLIND
Credo Brands Marketing Ltd.,130.23,849,"1,07,573",https://www.etmoney.com/stocks/credo-brands-marketing-ltd/4521,MUFTI
BEML Land Assets Ltd.,203.79,849,"65,964",https://www.etmoney.com/stocks/beml-land-assets-ltd/4357,BLAL
Selan Exploration Technology Ltd.,553.75,842,"41,945",https://www.etmoney.com/stocks/selan-exploration-technology-ltd/605,SELAN
Eimco Elecon (India) Ltd.,"1,458.15",841,"20,192",https://www.etmoney.com/stocks/eimco-elecon-india-ltd/2582,EIMCOELECO
Faze Three Ltd.,344.85,839,"5,031",https://www.etmoney.com/stocks/faze-three-ltd/11,FAZE3Q
Nintec Systems Ltd.,451.20,838,"7,357",https://www.etmoney.com/stocks/nintec-systems-ltd/4326,NINSYS
GeeCee Ventures Ltd.,398.45,833,"2,185",https://www.etmoney.com/stocks/geecee-ventures-ltd/512,GEECEE
InfoBeans Technologies Ltd.,341.70,833,"6,425",https://www.etmoney.com/stocks/infobeans-technologies-ltd/1128,INFOBEAN
Kirloskar Electric Company Ltd.,125.22,832,"1,27,636",https://www.etmoney.com/stocks/kirloskar-electric-company-ltd/2280,KECL
Vertoz Ltd.,9.67,824,"25,21,117",https://www.etmoney.com/stocks/vertoz-ltd/2448,VERTOZ
Snowman Logistics Ltd.,49.26,823,"5,59,417",https://www.etmoney.com/stocks/snowman-logistics-ltd/2596,SNOWMAN
Silver Touch Technologies Ltd.,644.30,817,"15,249",https://www.etmoney.com/stocks/silver-touch-technologies-ltd/4100,SILVERTUC
Zuari Agro Chemicals Ltd.,194.15,817,"1,87,950",https://www.etmoney.com/stocks/zuari-agro-chemicals-ltd/2569,ZUARI
Macpower CNC Machines Ltd.,815.10,815,"1,08,435",https://www.etmoney.com/stocks/macpower-cnc-machines-ltd/2863,MACPOWER
Anuh Pharma Ltd.,162.53,814,"38,347",https://www.etmoney.com/stocks/anuh-pharma-ltd/1448,ANUHPHR
Ritco Logistics Ltd.,287.05,813,"41,951",https://www.etmoney.com/stocks/ritco-logistics-ltd/4087,RITCO
Innovana Thinklabs Ltd.,390.45,800,"20,876",https://www.etmoney.com/stocks/innovana-thinklabs-ltd/4960,INNOVANA
DMCC Speciality Chemicals Ltd.,320.55,799,"2,360",https://www.etmoney.com/stocks/dmcc-speciality-chemicals-ltd/1319,DMCC
VLS Finance Ltd.,234.55,798,"42,168",https://www.etmoney.com/stocks/vls-finance-ltd/565,VLSFINANCE
Ambika Cotton Mills Ltd.,"1,392.75",797,"12,069",https://www.etmoney.com/stocks/ambika-cotton-mills-ltd/2715,AMBIKCO
New Delhi Television Ltd.,123.50,796,"69,612",https://www.etmoney.com/stocks/new-delhi-television-ltd/2081,NDTV
Jayant Agro Organics Ltd.,265.15,795,"22,737",https://www.etmoney.com/stocks/jayant-agro-organics-ltd/206,JAYAGROGN
Nitco Ltd.,110.22,792,"9,501",https://www.etmoney.com/stocks/nitco-ltd/1617,NITCO
VL E-Governance & IT Solutions Ltd.,72.49,786,"63,717",https://www.etmoney.com/stocks/vl-e-governance-and-it-solutions-ltd/4425,VLEGOV
Dwarikesh Sugar Industries Ltd.,42.39,785,"7,17,887",https://www.etmoney.com/stocks/dwarikesh-sugar-industries-ltd/2408,DWARKESH
The Investment Trust of India Ltd.,150.25,785,"8,548",https://www.etmoney.com/stocks/the-investment-trust-of-india-ltd/235,THEINVEST
Sandesh Ltd.,"1,036.85",785,"4,158",https://www.etmoney.com/stocks/sandesh-ltd/1408,SANDESH
Nahar Spinning Mills Ltd.,217.25,784,"75,878",https://www.etmoney.com/stocks/nahar-spinning-mills-ltd/1989,NAHARSPING
Satia Industries Ltd.,78.01,780,"3,50,938",https://www.etmoney.com/stocks/satia-industries-ltd/919,SATIA
Mallcom (India) Ltd.,"1,245.85",777,"1,870",https://www.etmoney.com/stocks/mallcom-india-ltd/1423,MALLCOM
Arihant Capital Markets Ltd.,74.00,770,"1,81,486",https://www.etmoney.com/stocks/arihant-capital-markets-ltd/1069,ARIHANTCAP
Racl Geartech Ltd.,712.75,768,"5,408",https://www.etmoney.com/stocks/racl-geartech-ltd/1377,RACLGEAR
GHCL Textiles Ltd.,80.36,768,"2,64,687",https://www.etmoney.com/stocks/ghcl-textiles-ltd/4384,GHCLTEXTIL
BGR Energy Systems Ltd.,106.41,768,"21,19,389",https://www.etmoney.com/stocks/bgr-energy-systems-ltd/2106,BGRENERGY
Uttam Sugar Mills Ltd.,199.93,762,"54,802",https://www.etmoney.com/stocks/uttam-sugar-mills-ltd/1756,UTTAMSUGAR
Jay Bharat Maruti Ltd.,70.27,761,"64,658",https://www.etmoney.com/stocks/jay-bharat-maruti-ltd/900,JAYBARMARU
Industrial Investment Trust Ltd.,337.15,760,5,https://www.etmoney.com/stocks/industrial-investment-trust-ltd/1586,IITL
Chemcon Speciality Chemicals Ltd.,207.29,759,"26,204",https://www.etmoney.com/stocks/chemcon-speciality-chemicals-ltd/2357,CHEMCON
SRM Contractors Ltd.,330.20,758,"15,941",https://www.etmoney.com/stocks/srm-contractors-ltd/4574,SRM
Ratnaveer Precision Engineering Ltd.,142.69,757,"1,22,242",https://www.etmoney.com/stocks/ratnaveer-precision-engineering-ltd/4431,RATNAVEER
Eldeco Housing & Industries Ltd.,768.00,755,"1,057",https://www.etmoney.com/stocks/eldeco-housing-and-industries-ltd/102,ELDEHSG
Viceroy Hotels Ltd.,111.54,754,"2,666",https://www.etmoney.com/stocks/viceroy-hotels-ltd/3778,VHLTD
Chembond Chemicals Ltd.,554.10,745,"6,463",https://www.etmoney.com/stocks/chembond-chemicals-ltd/337,CHEMBOND
Rushil Decor Ltd.,26.95,743,"3,57,387",https://www.etmoney.com/stocks/rushil-decor-ltd/484,RUSHIL
Bodal Chemicals Ltd.,59.00,743,"4,50,180",https://www.etmoney.com/stocks/bodal-chemicals-ltd/1967,BODALCHEM
Magadh Sugar & Energy Ltd.,525.50,741,"12,737",https://www.etmoney.com/stocks/magadh-sugar-and-energy-ltd/1860,MAGADSUGAR
State Trading Corporation Of India Ltd.,123.22,739,"42,547",https://www.etmoney.com/stocks/state-trading-corporation-of-india-ltd/2028,STCINDIA
Zuari Industries Ltd.,247.95,738,"38,262",https://www.etmoney.com/stocks/zuari-industries-ltd/429,ZUARIIND
Valiant Organics Ltd.,266.70,736,"37,316",https://www.etmoney.com/stocks/valiant-organics-ltd/733,VALIANTORG
Bhageria Industries Ltd.,168.43,735,"18,774",https://www.etmoney.com/stocks/bhageria-industries-ltd/1755,BHAGERIA
Gandhi Special Tubes Ltd.,602.60,732,"12,295",https://www.etmoney.com/stocks/gandhi-special-tubes-ltd/265,GANDHITUBE
IRIS Business Services Ltd.,365.75,731,"4,956",https://www.etmoney.com/stocks/iris-business-services-ltd/3927,IRIS
Sastasundar Ventures Ltd.,228.45,727,"79,372",https://www.etmoney.com/stocks/sastasundar-ventures-ltd/1818,SASTASUNDR
Asian Granito India Ltd.,49.38,726,"6,43,502",https://www.etmoney.com/stocks/asian-granito-india-ltd/123,ASIANTILES
Balaji Telefilms Ltd.,60.46,723,"25,390",https://www.etmoney.com/stocks/balaji-telefilms-ltd/1584,BALAJITELE
Aptech Ltd.,124.55,722,"1,27,696",https://www.etmoney.com/stocks/aptech-ltd/68,APTECHT
Foods & Inns Ltd.,98.38,722,"80,272",https://www.etmoney.com/stocks/foods-and-inns-ltd/2152,FOODSIN
Allcargo Terminals Ltd.,29.33,721,"4,47,418",https://www.etmoney.com/stocks/allcargo-terminals-ltd/4419,ATL
Transindia Real Estate Ltd.,29.31,720,"2,05,288",https://www.etmoney.com/stocks/transindia-real-estate-ltd/4420,TREL
Bhartiya International Ltd.,589.00,719,"7,101",https://www.etmoney.com/stocks/bhartiya-international-ltd/2440,BIL
Twamev Construction and Infrastructure Ltd.,46.15,715,"39,218",https://www.etmoney.com/stocks/twamev-construction-and-infrastructure-ltd/3858,TICL
RBZ Jewellers Ltd.,178.01,712,"3,28,633",https://www.etmoney.com/stocks/rbz-jewellers-ltd/4520,RBZJEWEL
GFL Ltd.,64.80,712,"55,848",https://www.etmoney.com/stocks/gfl-ltd/640,GFLLIMITED
Aurum Proptech Ltd.,177.51,710,"50,603",https://www.etmoney.com/stocks/aurum-proptech-ltd/422,AURUM
Deepak Builders & Engineers India Ltd.,152.40,710,"86,012",https://www.etmoney.com/stocks/deepak-builders-and-engineers-india-ltd/4920,DBEIL
Urja Global Ltd.,12.66,705,"6,62,617",https://www.etmoney.com/stocks/urja-global-ltd/2906,URJA
Entertainment Network (India) Ltd.,147.87,705,"29,446",https://www.etmoney.com/stocks/entertainment-network-india-ltd/986,ENIL
